#raw fastq2 quality distribution
Pos	Q0	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30	Q31	Q32	Q33	Q34	Q35	Q36	Q37	Q38	Q39	Q40	Mean	Median	Lower quartile	Upper quartile	10th percentile	90th percentile
127	0	6	6	3	11	7	5	5	6	5	2	10	12	6	10	5	9	12	9	5	18	12	16	20	16	22	27	28	34	36	54	72	125	157	251	288	195	95	62	63	4	31.00	34	31	35	22	37
128	0	4	1	7	6	9	6	10	3	12	6	7	13	9	6	11	10	10	14	15	10	16	21	18	21	22	24	31	33	37	73	66	117	180	258	275	184	100	40	40	4	31.00	34	30	35	21	37
129	0	5	8	7	8	16	6	13	10	7	7	4	10	9	12	11	6	9	12	12	14	12	22	23	18	22	26	36	43	37	69	76	103	186	249	240	177	96	63	38	7	30.00	34	30	35	20	37
130	0	2	4	5	9	12	9	10	7	10	8	11	6	13	5	10	11	17	13	12	14	16	14	20	24	30	33	27	36	42	46	76	114	165	248	235	213	98	49	52	3	30.00	34	30	35	19	37
131	0	3	6	6	9	12	12	8	10	6	4	4	12	7	10	13	9	9	15	19	15	14	20	21	22	19	32	24	34	41	86	67	129	163	233	217	195	89	74	56	4	30.00	34	30	35	19	37
132	0	2	11	7	9	11	10	11	9	6	9	4	8	10	13	13	15	14	18	13	15	18	15	29	18	30	20	36	43	54	51	68	134	169	231	228	189	97	44	46	1	30.00	33	29	35	18	37
133	0	3	10	7	11	11	10	5	6	3	10	8	14	8	10	12	11	8	17	10	18	17	14	24	31	20	32	28	39	44	60	94	110	148	246	268	181	95	37	47	2	30.00	34	29	35	19	37
134	0	5	11	7	12	15	8	10	7	10	8	12	16	10	9	17	10	7	10	15	10	18	14	31	23	28	19	39	45	44	70	78	144	143	216	235	195	87	56	34	1	30.00	33	29	35	17	37
135	0	5	3	5	8	4	7	7	13	4	9	5	9	10	14	13	10	12	12	17	17	18	18	19	32	31	29	25	38	44	48	74	127	152	271	232	172	101	64	48	2	30.00	34	29	35	20	37
136	0	4	6	8	11	7	10	8	8	7	8	8	6	13	11	11	4	13	12	11	16	12	22	31	24	16	25	35	48	36	75	71	129	151	239	233	211	93	58	34	4	30.00	34	30	35	20	37
137	0	2	7	10	6	13	4	8	16	12	6	8	8	8	6	9	15	16	18	10	26	18	16	19	27	23	29	36	39	51	61	97	136	171	254	203	164	91	44	36	6	30.00	33	29	35	19	37
138	0	4	5	5	9	5	6	15	13	5	13	5	13	15	10	10	8	12	11	20	18	17	15	17	22	27	27	35	34	40	61	83	121	148	234	246	191	95	60	54	0	30.00	34	29	35	19	37
139	0	6	10	8	5	10	10	10	8	8	7	8	10	11	11	4	7	16	20	15	22	17	21	24	12	34	29	36	50	43	56	75	121	150	274	239	145	83	60	50	4	30.00	33	29	35	19	37
140	0	8	10	10	6	16	8	12	14	4	8	10	11	16	8	13	8	11	9	14	13	12	17	29	16	24	31	17	44	60	74	75	113	177	227	220	194	97	62	27	4	30.00	33	29	35	17	37
141	0	4	10	9	11	13	11	6	15	8	15	20	14	16	5	15	11	7	13	16	15	14	13	20	26	21	30	23	40	38	81	80	107	174	254	239	161	69	57	45	3	30.00	33	29	35	16	37
142	0	7	15	7	7	10	4	12	7	3	7	13	13	7	7	19	9	10	11	8	19	19	19	29	17	28	33	38	40	42	81	75	113	126	244	258	185	82	51	48	6	30.00	34	29	35	19	37
143	0	7	16	4	15	20	9	14	8	5	10	13	11	9	5	8	10	12	13	13	26	13	19	29	26	25	21	23	44	43	86	79	113	139	247	220	183	81	67	42	1	30.00	33	29	35	17	37
144	0	4	8	4	10	10	9	8	12	10	9	9	7	4	9	11	8	7	22	21	25	14	16	18	22	28	34	24	47	56	66	78	134	176	235	219	192	80	40	40	3	30.00	33	29	35	19	36
145	0	8	6	12	13	11	8	11	10	6	16	13	15	10	14	13	14	13	15	12	19	19	26	23	23	30	29	32	42	42	73	85	132	127	240	228	166	72	56	44	1	29.00	33	28	35	16	37
146	0	2	6	13	4	12	14	9	6	9	12	9	14	17	12	10	16	7	12	5	18	20	16	21	25	29	22	40	49	54	66	77	105	172	260	221	177	75	45	43	5	30.00	33	29	35	18	36
147	0	6	12	8	7	11	14	10	10	10	6	8	9	9	7	13	8	10	17	18	20	15	15	19	26	29	21	48	50	43	70	65	134	167	248	232	163	79	47	39	6	30.00	33	28	35	18	36
148	0	2	9	6	12	12	9	10	9	14	12	11	18	5	13	12	7	13	16	16	16	19	20	21	29	25	29	33	42	69	75	79	119	167	237	227	168	59	49	36	4	29.00	33	28	35	17	36
149	0	3	6	7	9	16	5	13	10	16	10	12	15	11	17	15	10	13	13	12	15	14	34	26	20	34	28	38	49	51	63	72	109	149	212	244	173	92	41	46	6	29.00	33	28	35	16	37
150	0	3	17	11	9	22	12	8	11	11	14	13	12	9	9	15	14	13	20	15	13	20	11	21	25	35	25	37	48	45	58	83	101	158	241	219	180	75	51	42	3	29.00	33	28	35	15	36
